yourlist:M20200514A94466D2655679D1FD8953E075198DA8C1D4D0E	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
PIMREG	Q9BSJ6	PIMRE_HUMAN	reviewed	Protein PIMREG (CALM-interactor expressed in thymus and spleen) (PICALM-interacting mitotic regulator) (Regulator of chromosome segregation protein 1)	PIMREG CATS FAM64A RCS1	Homo sapiens (Human)	248
PITPNM3	Q9BZ71	PITM3_HUMAN	reviewed	Membrane-associated phosphatidylinositol transfer protein 3 (Phosphatidylinositol transfer protein, membrane-associated 3) (PITPnm 3) (Pyk2 N-terminal domain-interacting receptor 1) (NIR-1)	PITPNM3 NIR1	Homo sapiens (Human)	974
KIAA0753	Q2KHM9	MOONR_HUMAN	reviewed	Protein moonraker (MNR) (OFD1- and FOPNL-interacting protein)	KIAA0753 MNR OFIP	Homo sapiens (Human)	967
C17orf100	A8MU93	CQ100_HUMAN	reviewed	Uncharacterized protein C17orf100	C17orf100	Homo sapiens (Human)	118
XAF1	Q6GPH4	XAF1_HUMAN	reviewed	XIAP-associated factor 1 (BIRC4-binding protein)	XAF1 BIRC4BP XIAPAF1	Homo sapiens (Human)	301
FBXO39	Q8N4B4	FBX39_HUMAN	reviewed	F-box only protein 39	FBXO39 FBX39	Homo sapiens (Human)	442
TEKT1	Q969V4	TEKT1_HUMAN	reviewed	Tektin-1	TEKT1	Homo sapiens (Human)	418
ALOX12	P18054	LOX12_HUMAN	reviewed	Polyunsaturated fatty acid lipoxygenase ALOX12 (EC 1.13.11.-) (Arachidonate (12S)-lipoxygenase) (12S-LOX) (12S-lipoxygenase) (EC 1.13.11.31) (Arachidonate (15S)-lipoxygenase) (EC 1.13.11.33) (Linoleate (13S)-lipoxygenase) (Lipoxin synthase 12-LO) (EC 3.3.2.-) (Platelet-type lipoxygenase 12)	ALOX12 12LO LOG12	Homo sapiens (Human)	663
C17orf49	Q8IXM2	BAP18_HUMAN	reviewed	Chromatin complexes subunit BAP18 (BPTF-associated protein of 18 kDa)	BAP18 C17orf49	Homo sapiens (Human)	172
BCL6B	Q8N143	BCL6B_HUMAN	reviewed	B-cell CLL/lymphoma 6 member B protein (Bcl6-associated zinc finger protein) (Zinc finger protein 62)	BCL6B BAZF ZNF62	Homo sapiens (Human)	479
SLC16A13	Q7RTY0	MOT13_HUMAN	reviewed	Monocarboxylate transporter 13 (MCT 13) (Solute carrier family 16 member 13)	SLC16A13 MCT13	Homo sapiens (Human)	426
ASGR2	P07307	ASGR2_HUMAN	reviewed	Asialoglycoprotein receptor 2 (ASGP-R 2) (ASGPR 2) (C-type lectin domain family 4 member H2) (Hepatic lectin H2) (HL-2)	ASGR2 CLEC4H2	Homo sapiens (Human)	311
DLG4	P78352	DLG4_HUMAN	reviewed	Disks large homolog 4 (Postsynaptic density protein 95) (PSD-95) (Synapse-associated protein 90) (SAP-90) (SAP90)	DLG4 PSD95	Homo sapiens (Human)	724
DVL2	O14641	DVL2_HUMAN	reviewed	Segment polarity protein dishevelled homolog DVL-2 (Dishevelled-2) (DSH homolog 2)	DVL2	Homo sapiens (Human)	736
CTDNEP1	O95476	CNEP1_HUMAN	reviewed	CTD nuclear envelope phosphatase 1 (EC 3.1.3.16) (Serine/threonine-protein phosphatase dullard)	CTDNEP1 DULLARD	Homo sapiens (Human)	244
CLDN7	O95471	CLD7_HUMAN	reviewed	Claudin-7 (CLDN-7)	CLDN7 CEPTRL2 CPETRL2	Homo sapiens (Human)	211
SLC2A4	P14672	GLUT4_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 4 (Glucose transporter type 4, insulin-responsive) (GLUT-4)	SLC2A4 GLUT4	Homo sapiens (Human)	509
GPS2	Q13227	GPS2_HUMAN	reviewed	G protein pathway suppressor 2 (GPS-2)	GPS2	Homo sapiens (Human)	327
NEURL4	Q96JN8	NEUL4_HUMAN	reviewed	Neuralized-like protein 4	NEURL4 KIAA1787	Homo sapiens (Human)	1562
ACAP1	Q15027	ACAP1_HUMAN	reviewed	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 (Centaurin-beta-1) (Cnt-b1)	ACAP1 CENTB1 KIAA0050	Homo sapiens (Human)	740
TNK1	Q13470	TNK1_HUMAN	reviewed	Non-receptor tyrosine-protein kinase TNK1 (EC 2.7.10.2) (CD38 negative kinase 1)	TNK1	Homo sapiens (Human)	666
PLSCR3	Q9NRY6	PLS3_HUMAN	reviewed	Phospholipid scramblase 3 (PL scramblase 3) (Ca(2+)-dependent phospholipid scramblase 3)	PLSCR3	Homo sapiens (Human)	295
NLGN2	Q8NFZ4	NLGN2_HUMAN	reviewed	Neuroligin-2	NLGN2 KIAA1366	Homo sapiens (Human)	835
C17orf74	Q0P670	SPEM2_HUMAN	reviewed	Uncharacterized protein SPEM2	SPEM2 C17orf74	Homo sapiens (Human)	501
CHRNB1	P11230	ACHB_HUMAN	reviewed	Acetylcholine receptor subunit beta	CHRNB1 ACHRB CHRNB	Homo sapiens (Human)	501
POLR2A	P24928	RPB1_HUMAN	reviewed	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48)	POLR2A POLR2	Homo sapiens (Human)	1970
TNFSF12	O43508	TNF12_HUMAN	reviewed	Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]	TNFSF12 APO3L DR3LG UNQ181/PRO207	Homo sapiens (Human)	249
TNFSF13	O75888	TNF13_HUMAN	reviewed	Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand) (APRIL) (TNF- and APOL-related leukocyte expressed ligand 2) (TALL-2) (TNF-related death ligand 1) (TRDL-1) (CD antigen CD256)	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715	Homo sapiens (Human)	250
EIF4A1	P60842	IF4A1_HUMAN	reviewed	Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)	EIF4A1 DDX2A EIF4A	Homo sapiens (Human)	406
SAT2	Q96F10	SAT2_HUMAN	reviewed	Diamine acetyltransferase 2 (EC 2.3.1.57) (Polyamine N-acetyltransferase 2) (Spermidine/spermine N(1)-acetyltransferase 2) (Thialysine N-epsilon-acetyltransferase)	SAT2 SSAT2	Homo sapiens (Human)	170
SAT2	Q96QD8	S38A2_HUMAN	reviewed	Sodium-coupled neutral amino acid transporter 2 (Amino acid transporter A2) (Protein 40-9-1) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2)	SLC38A2 ATA2 KIAA1382 SAT2 SNAT2	Homo sapiens (Human)	506
ATP1B2	P14415	AT1B2_HUMAN	reviewed	Sodium/potassium-transporting ATPase subunit beta-2 (Adhesion molecule in glia) (AMOG) (Sodium/potassium-dependent ATPase subunit beta-2)	ATP1B2	Homo sapiens (Human)	290
TP53	P04637	P53_HUMAN	reviewed	Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53)	TP53 P53	Homo sapiens (Human)	393
DNAH2	Q9P225	DYH2_HUMAN	reviewed	Dynein heavy chain 2, axonemal (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2) (Dynein heavy chain domain-containing protein 3)	DNAH2 DNAHC2 DNHD3 KIAA1503	Homo sapiens (Human)	4427
KDM6B	O15054	KDM6B_HUMAN	reviewed	Lysine-specific demethylase 6B (EC 1.14.11.-) (JmjC domain-containing protein 3) (Jumonji domain-containing protein 3) (Lysine demethylase 6B)	KDM6B JMJD3 KIAA0346	Homo sapiens (Human)	1643
TMEM88	Q6PEY1	TMM88_HUMAN	reviewed	Transmembrane protein 88	TMEM88 TMEM88A	Homo sapiens (Human)	159
NAA38	Q9BRA0	LSMD1_HUMAN	reviewed	N-alpha-acetyltransferase 38, NatC auxiliary subunit (LSM domain-containing protein 1) (Phosphonoformate immuno-associated protein 2)	NAA38 LSMD1 MAK31 PFAAP2	Homo sapiens (Human)	125
CHD3	Q12873	CHD3_HUMAN	reviewed	Chromodomain-helicase-DNA-binding protein 3 (CHD-3) (EC 3.6.4.12) (ATP-dependent helicase CHD3) (Mi-2 autoantigen 240 kDa protein) (Mi2-alpha) (Zinc finger helicase) (hZFH)	CHD3	Homo sapiens (Human)	2000
CNTROB	Q8N137	CNTRB_HUMAN	reviewed	Centrobin (Centrosomal BRCA2-interacting protein) (LYST-interacting protein 8)	CNTROB LIP8 PP1221	Homo sapiens (Human)	903
GUCY2D	Q02846	GUC2D_HUMAN	reviewed	Retinal guanylyl cyclase 1 (RETGC-1) (EC 4.6.1.2) (CG-E) (Guanylate cyclase 2D, retinal) (Rod outer segment membrane guanylate cyclase) (ROS-GC)	GUCY2D CORD6 GUC1A4 GUC2D RETGC RETGC1	Homo sapiens (Human)	1103
ALOX15B	O15296	LX15B_HUMAN	reviewed	Arachidonate 15-lipoxygenase B (15-LOX-B) (EC 1.13.11.33) (15-lipoxygenase 2) (15-LOX-2) (Arachidonate 15-lipoxygenase type II) (Linoleate 13-lipoxygenase 15-LOb) (EC 1.13.11.-)	ALOX15B	Homo sapiens (Human)	676
ALOXE3	Q9BYJ1	LOXE3_HUMAN	reviewed	Hydroperoxide isomerase ALOXE3 (EC 5.4.4.7) (Epidermis-type lipoxygenase 3) (Epidermal LOX-3) (e-LOX-3) (eLOX-3) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	ALOXE3	Homo sapiens (Human)	711
PER1	O15534	PER1_HUMAN	reviewed	Period circadian protein homolog 1 (hPER1) (Circadian clock protein PERIOD 1) (Circadian pacemaker protein Rigui)	PER1 KIAA0482 PER RIGUI	Homo sapiens (Human)	1290
BORCS6	Q96GS4	BORC6_HUMAN	reviewed	BLOC-1-related complex subunit 6 (Lysosome-dispersing protein) (Lyspersin)	BORCS6 C17orf59	Homo sapiens (Human)	357
AURKB	Q96GD4	AURKB_HUMAN	reviewed	Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B)	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5	Homo sapiens (Human)	344
CTC1	Q2NKJ3	CTC1_HUMAN	reviewed	CST complex subunit CTC1 (Conserved telomere maintenance component 1) (HBV DNAPTP1-transactivated protein B)	CTC1 C17orf68	Homo sapiens (Human)	1217
PFAS	O15067	PUR4_HUMAN	reviewed	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase)	PFAS KIAA0361	Homo sapiens (Human)	1338
RNF222	A6NCQ9	RN222_HUMAN	reviewed	RING finger protein 222	RNF222	Homo sapiens (Human)	220
MYH10	P35580	MYH10_HUMAN	reviewed	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	MYH10	Homo sapiens (Human)	1976
MFSD6L	Q8IWD5	MFS6L_HUMAN	reviewed	Major facilitator superfamily domain-containing protein 6-like	MFSD6L FP7072	Homo sapiens (Human)	586
PIK3R6	Q5UE93	PI3R6_HUMAN	reviewed	Phosphoinositide 3-kinase regulatory subunit 6 (Phosphoinositide 3-kinase gamma adapter protein of 87 kDa) (p84 PI3K adapter protein) (p84 PIKAP) (p87 PI3K adapter protein) (p87PIKAP)	PIK3R6 C17orf38	Homo sapiens (Human)	754
PIK3R5	Q8WYR1	PI3R5_HUMAN	reviewed	Phosphoinositide 3-kinase regulatory subunit 5 (PI3-kinase regulatory subunit 5) (PI3-kinase p101 subunit) (Phosphatidylinositol 4,5-bisphosphate 3-kinase regulatory subunit) (PtdIns-3-kinase regulatory subunit) (Protein FOAP-2) (PtdIns-3-kinase p101) (p101-PI3K)	PIK3R5	Homo sapiens (Human)	880
STX8	Q9UNK0	STX8_HUMAN	reviewed	Syntaxin-8	STX8	Homo sapiens (Human)	236
CFAP52	Q8N1V2	CFA52_HUMAN	reviewed	Cilia- and flagella-associated protein 52 (WD repeat-containing protein 16) (WD40-repeat protein up-regulated in HCC)	CFAP52 WDR16 WDRPUH	Homo sapiens (Human)	620
DHRS7C	A6NNS2	DRS7C_HUMAN	reviewed	Dehydrogenase/reductase SDR family member 7C (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 2)	DHRS7C SDR32C2	Homo sapiens (Human)	312
GSG1L2	A8MUP6	GS1L2_HUMAN	reviewed	Germ cell-specific gene 1-like protein 2 (GSG1-like protein 2)	GSG1L2	Homo sapiens (Human)	293
MYH13	Q9UKX3	MYH13_HUMAN	reviewed	Myosin-13 (Myosin heavy chain 13) (Myosin heavy chain, skeletal muscle, extraocular) (MyHC-EO) (Myosin heavy chain, skeletal muscle, laryngeal) (MyHC-IIL) (Superfast myosin)	MYH13	Homo sapiens (Human)	1938
MYH8	P13535	MYH8_HUMAN	reviewed	Myosin-8 (Myosin heavy chain 8) (Myosin heavy chain, skeletal muscle, perinatal) (MyHC-perinatal)	MYH8	Homo sapiens (Human)	1937
MYH4	Q9Y623	MYH4_HUMAN	reviewed	Myosin-4 (Myosin heavy chain 2b) (MyHC-2b) (Myosin heavy chain 4) (Myosin heavy chain IIb) (MyHC-IIb) (Myosin heavy chain, skeletal muscle, fetal)	MYH4	Homo sapiens (Human)	1939
MYH1	P12882	MYH1_HUMAN	reviewed	Myosin-1 (Myosin heavy chain 1) (Myosin heavy chain 2x) (MyHC-2x) (Myosin heavy chain IIx/d) (MyHC-IIx/d) (Myosin heavy chain, skeletal muscle, adult 1)	MYH1	Homo sapiens (Human)	1939
MYH2	Q9UKX2	MYH2_HUMAN	reviewed	Myosin-2 (Myosin heavy chain 2) (Myosin heavy chain 2a) (MyHC-2a) (Myosin heavy chain IIa) (MyHC-IIa) (Myosin heavy chain, skeletal muscle, adult 2)	MYH2 MYHSA2	Homo sapiens (Human)	1941
MYH3	P11055	MYH3_HUMAN	reviewed	Myosin-3 (Muscle embryonic myosin heavy chain) (Myosin heavy chain 3) (Myosin heavy chain, fast skeletal muscle, embryonic) (SMHCE)	MYH3	Homo sapiens (Human)	1940
DNAH9	Q9NYC9	DYH9_HUMAN	reviewed	Dynein heavy chain 9, axonemal (Axonemal beta dynein heavy chain 9) (Ciliary dynein heavy chain 9)	DNAH9 DNAH17L DNAL1 KIAA0357	Homo sapiens (Human)	4486
ELAC2	Q9BQ52	RNZ2_HUMAN	reviewed	Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Heredity prostate cancer protein 2) (Ribonuclease Z 2) (RNase Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2)	ELAC2 HPC2	Homo sapiens (Human)	826
HS3ST3A1	Q9Y663	HS3SA_HUMAN	reviewed	Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1) (3-OST-3A) (Heparan sulfate 3-O-sulfotransferase 3A1) (h3-OST-3A)	HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180	Homo sapiens (Human)	406
COX10	Q12887	COX10_HUMAN	reviewed	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase)	COX10	Homo sapiens (Human)	443
TEKT3	Q9BXF9	TEKT3_HUMAN	reviewed	Tektin-3	TEKT3	Homo sapiens (Human)	490
CENPV	Q7Z7K6	CENPV_HUMAN	reviewed	Centromere protein V (CENP-V) (Nuclear protein p30) (Proline-rich protein 6)	CENPV PRR6	Homo sapiens (Human)	275
TRPV2	Q9Y5S1	TRPV2_HUMAN	reviewed	Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Vanilloid receptor-like protein 1) (VRL-1)	TRPV2 VRL	Homo sapiens (Human)	764
LRRC75A	Q8NAA5	LR75A_HUMAN	reviewed	Leucine-rich repeat-containing protein 75A (Leucine-rich repeat-containing protein FAM211A)	LRRC75A C17orf76 FAM211A	Homo sapiens (Human)	344
ZNF287	Q9HBT7	ZN287_HUMAN	reviewed	Zinc finger protein 287 (Zinc finger protein with KRAB and SCAN domains 13)	ZNF287 ZKSCAN13	Homo sapiens (Human)	761
ZNF624	Q9P2J8	ZN624_HUMAN	reviewed	Zinc finger protein 624	ZNF624 KIAA1349	Homo sapiens (Human)	865
TNFRSF13B	O14836	TR13B_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 13B (Transmembrane activator and CAML interactor) (CD antigen CD267)	TNFRSF13B TACI	Homo sapiens (Human)	293
MPRIP	Q6WCQ1	MPRIP_HUMAN	reviewed	Myosin phosphatase Rho-interacting protein (M-RIP) (Rho-interacting protein 3) (RIP3) (p116Rip)	MPRIP KIAA0864 MRIP RHOIP3	Homo sapiens (Human)	1025
FLCN	Q8NFG4	FLCN_HUMAN	reviewed	Folliculin (BHD skin lesion fibrofolliculoma protein) (Birt-Hogg-Dube syndrome protein)	FLCN BHD	Homo sapiens (Human)	579
MED9	Q9NWA0	MED9_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 9 (Mediator complex subunit 9)	MED9 MED25	Homo sapiens (Human)	146
SMCR5	Q8TEV8	SMCR5_HUMAN	reviewed	Smith-Magenis syndrome chromosomal region candidate gene 5 protein	SMCR5	Homo sapiens (Human)	140
RAI1	Q7Z5J4	RAI1_HUMAN	reviewed	Retinoic acid-induced protein 1	RAI1 KIAA1820	Homo sapiens (Human)	1906
GID4	Q8IVV7	GID4_HUMAN	reviewed	Glucose-induced degradation protein 4 homolog (Vacuolar import and degradation protein 24 homolog)	GID4 C17orf39 VID24	Homo sapiens (Human)	300
DRG2	P55039	DRG2_HUMAN	reviewed	Developmentally-regulated GTP-binding protein 2 (DRG-2) (Translation factor GTPase DRG2) (TRAFAC GTPase DRG2) (EC 3.6.5.-)	DRG2	Homo sapiens (Human)	364
MYO15A	Q9UKN7	MYO15_HUMAN	reviewed	Unconventional myosin-XV (Unconventional myosin-15)	MYO15A MYO15	Homo sapiens (Human)	3530
DLG4,LLGL1	Q15334	L2GL1_HUMAN	reviewed	Lethal(2) giant larvae protein homolog 1 (LLGL) (DLG4) (Hugl-1) (Human homolog to the D-lgl gene protein)	LLGL1 DLG4 HUGL HUGL1	Homo sapiens (Human)	1064
MIEF2	Q96C03	MID49_HUMAN	reviewed	Mitochondrial dynamics protein MID49 (Mitochondrial dynamics protein of 49 kDa) (Mitochondrial elongation factor 2) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein)	MIEF2 MID49 SMCR7	Homo sapiens (Human)	454
TOP3A	Q13472	TOP3A_HUMAN	reviewed	DNA topoisomerase 3-alpha (EC 5.6.2.1) (DNA topoisomerase III alpha)	TOP3A TOP3	Homo sapiens (Human)	1001
SMCR8	Q8TEV9	SMCR8_HUMAN	reviewed	Guanine nucleotide exchange protein SMCR8 (Smith-Magenis syndrome chromosomal region candidate gene 8 protein)	SMCR8	Homo sapiens (Human)	937
FBXW10	Q5XX13	FBW10_HUMAN	reviewed	F-box/WD repeat-containing protein 10 (F-box and WD-40 domain-containing protein 10) (Ubiquitin ligase-specificity factor)	FBXW10	Homo sapiens (Human)	1052
FAM83G	A6ND36	FA83G_HUMAN	reviewed	Protein FAM83G (Protein associated with SMAD1)	FAM83G PAWS1	Homo sapiens (Human)	823
SLC5A10	A0PJK1	SC5AA_HUMAN	reviewed	Sodium/glucose cotransporter 5 (Na(+)/glucose cotransporter 5) (Solute carrier family 5 member 10)	SLC5A10 SGLT5	Homo sapiens (Human)	596
EPN2	O95208	EPN2_HUMAN	reviewed	Epsin-2 (EPS-15-interacting protein 2)	EPN2 KIAA1065	Homo sapiens (Human)	641
B9D1	Q9UPM9	B9D1_HUMAN	reviewed	B9 domain-containing protein 1 (MKS1-related protein 1)	B9D1 MKSR1	Homo sapiens (Human)	204
MFAP4	P55083	MFAP4_HUMAN	reviewed	Microfibril-associated glycoprotein 4	MFAP4	Homo sapiens (Human)	255
ALDH3A2	P51648	AL3A2_HUMAN	reviewed	Aldehyde dehydrogenase family 3 member A2 (EC 1.2.1.3) (EC 1.2.1.94) (Aldehyde dehydrogenase 10) (Fatty aldehyde dehydrogenase) (Microsomal aldehyde dehydrogenase)	ALDH3A2 ALDH10 FALDH	Homo sapiens (Human)	485
ALDH3A1	P30838	AL3A1_HUMAN	reviewed	Aldehyde dehydrogenase, dimeric NADP-preferring (EC 1.2.1.5) (ALDHIII) (Aldehyde dehydrogenase 3) (Aldehyde dehydrogenase family 3 member A1)	ALDH3A1 ALDH3	Homo sapiens (Human)	453
ULK2	Q8IYT8	ULK2_HUMAN	reviewed	Serine/threonine-protein kinase ULK2 (EC 2.7.11.1) (Unc-51-like kinase 2)	ULK2 KIAA0623	Homo sapiens (Human)	1036
AKAP10	O43572	AKA10_HUMAN	reviewed	A-kinase anchor protein 10, mitochondrial (AKAP-10) (Dual specificity A kinase-anchoring protein 2) (D-AKAP-2) (Protein kinase A-anchoring protein 10) (PRKA10)	AKAP10	Homo sapiens (Human)	662
SPECC1	Q5M775	CYTSB_HUMAN	reviewed	Cytospin-B (Nuclear structure protein 5) (NSP5) (Sperm antigen HCMOGT-1) (Sperm antigen with calponin homology and coiled-coil domains 1)	SPECC1 CYTSB NSP5	Homo sapiens (Human)	1068
USP22	Q9UPT9	UBP22_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 22 (EC 3.4.19.12) (Deubiquitinating enzyme 22) (Ubiquitin thioesterase 22) (Ubiquitin-specific-processing protease 22)	USP22 KIAA1063 USP3L	Homo sapiens (Human)	525
NATD1	Q8N6N6	NATD1_HUMAN	reviewed	Protein NATD1 (N-acetyltransferase domain-containing protein 1)	NATD1 C17orf103 GTLF3B	Homo sapiens (Human)	113
WSB1	Q9Y6I7	WSB1_HUMAN	reviewed	WD repeat and SOCS box-containing protein 1 (WSB-1) (SOCS box-containing WD protein SWiP-1)	WSB1 SWIP1	Homo sapiens (Human)	421
NOS2	P35228	NOS2_HUMAN	reviewed	Nitric oxide synthase, inducible (EC 1.14.13.39) (Hepatocyte NOS) (HEP-NOS) (Inducible NO synthase) (Inducible NOS) (iNOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)	NOS2 NOS2A	Homo sapiens (Human)	1153
NOS2	P60321	NANO2_HUMAN	reviewed	Nanos homolog 2 (NOS-2)	NANOS2 NOS2	Homo sapiens (Human)	138
PYY2	Q9NRI6	PYY2_HUMAN	reviewed	Putative peptide YY-2 (Putative peptide YY2)	PYY2	Homo sapiens (Human)	33
POLDIP2	Q9Y2S7	PDIP2_HUMAN	reviewed	Polymerase delta-interacting protein 2 (38 kDa DNA polymerase delta interaction protein) (p38)	POLDIP2 PDIP38 POLD4 HSPC017	Homo sapiens (Human)	368
SEBOX	Q9HB31	SEBOX_HUMAN	reviewed	Homeobox protein SEBOX (Homeobox OG-9) (Skin-, embryo-, brain- and oocyte-specific homeobox)	SEBOX OG9X	Homo sapiens (Human)	190
VTN	P04004	VTNC_HUMAN	reviewed	Vitronectin (VN) (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B]	VTN	Homo sapiens (Human)	478
SARM1	Q6SZW1	SARM1_HUMAN	reviewed	NAD(+) hydrolase SARM1 (NADase SARM1) (hSARM1) (EC 3.2.2.6) (NADP(+) hydrolase SARM1) (EC 3.2.2.-) (Sterile alpha and Armadillo repeat protein) (Sterile alpha and TIR motif-containing protein 1) (Sterile alpha motif domain-containing protein 2) (MyD88-5) (SAM domain-containing protein 2) (Tir-1 homolog) (HsTIR)	SARM1 KIAA0524 SAMD2 SARM	Homo sapiens (Human)	724
SLC46A1	Q96NT5	PCFT_HUMAN	reviewed	Proton-coupled folate transporter (G21) (Heme carrier protein 1) (PCFT/HCP1) (Solute carrier family 46 member 1)	SLC46A1 HCP1 PCFT	Homo sapiens (Human)	459
SLC13A2	Q13183	S13A2_HUMAN	reviewed	Solute carrier family 13 member 2 (Na(+)/dicarboxylate cotransporter 1) (NaDC-1) (Renal sodium/dicarboxylate cotransporter)	SLC13A2 NADC1 SDCT1	Homo sapiens (Human)	592
FOXN1	O15353	FOXN1_HUMAN	reviewed	Forkhead box protein N1 (Winged-helix transcription factor nude)	FOXN1 RONU WHN	Homo sapiens (Human)	648
SPAG5	Q96R06	SPAG5_HUMAN	reviewed	Sperm-associated antigen 5 (Astrin) (Deepest) (Mitotic spindle-associated protein p126) (MAP126)	SPAG5	Homo sapiens (Human)	1193
SUPT6H	Q7KZ85	SPT6H_HUMAN	reviewed	Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)	SUPT6H KIAA0162 SPT6H	Homo sapiens (Human)	1726
NEK8	Q86SG6	NEK8_HUMAN	reviewed	Serine/threonine-protein kinase Nek8 (EC 2.7.11.1) (Never in mitosis A-related kinase 8) (NimA-related protein kinase 8) (Nima-related protein kinase 12a)	NEK8 JCK NEK12A	Homo sapiens (Human)	692
NEK9,NEK8	Q8TD19	NEK9_HUMAN	reviewed	Serine/threonine-protein kinase Nek9 (EC 2.7.11.1) (Nercc1 kinase) (Never in mitosis A-related kinase 9) (NimA-related protein kinase 9) (NimA-related kinase 8) (Nek8)	NEK9 KIAA1995 NEK8 NERCC	Homo sapiens (Human)	979
ERAL1	O75616	ERAL1_HUMAN	reviewed	GTPase Era, mitochondrial (H-ERA) (hERA) (Conserved ERA-like GTPase) (CEGA) (ERA-W) (ERA-like protein 1)	ERAL1 HERA	Homo sapiens (Human)	437
PHF12	Q96QT6	PHF12_HUMAN	reviewed	PHD finger protein 12 (PHD factor 1) (Pf1)	PHF12 KIAA1523	Homo sapiens (Human)	1004
MYO18A	Q92614	MY18A_HUMAN	reviewed	Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210)	MYO18A CD245 KIAA0216 MYSPDZ	Homo sapiens (Human)	2054
TAOK1	Q7L7X3	TAOK1_HUMAN	reviewed	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1)	TAOK1 KIAA1361 MAP3K16 MARKK	Homo sapiens (Human)	1001
EFCAB5	A4FU69	EFCB5_HUMAN	reviewed	EF-hand calcium-binding domain-containing protein 5	EFCAB5	Homo sapiens (Human)	1503
BLMH	Q13867	BLMH_HUMAN	reviewed	Bleomycin hydrolase (BH) (BLM hydrolase) (BMH) (EC 3.4.22.40)	BLMH	Homo sapiens (Human)	455
ATAD5	Q96QE3	ATAD5_HUMAN	reviewed	ATPase family AAA domain-containing protein 5 (Chromosome fragility-associated gene 1 protein)	ATAD5 C17orf41 FRAG1	Homo sapiens (Human)	1844
