yourlist:M20200502A94466D2655679D1FD8953E075198DA8958C1B8	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
TNFSF12	O43508	TNF12_HUMAN	reviewed	Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]	TNFSF12 APO3L DR3LG UNQ181/PRO207	Homo sapiens (Human)	249
TNFSF13	O75888	TNF13_HUMAN	reviewed	Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand) (APRIL) (TNF- and APOL-related leukocyte expressed ligand 2) (TALL-2) (TNF-related death ligand 1) (TRDL-1) (CD antigen CD256)	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715	Homo sapiens (Human)	250
CD68	P34810	CD68_HUMAN	reviewed	Macrosialin (Gp110) (CD antigen CD68)	CD68	Homo sapiens (Human)	354
MPDU1	O75352	MPU1_HUMAN	reviewed	Mannose-P-dolichol utilization defect 1 protein (Suppressor of Lec15 and Lec35 glycosylation mutation homolog) (SL15)	MPDU1	Homo sapiens (Human)	247
SHBG	P04278	SHBG_HUMAN	reviewed	Sex hormone-binding globulin (SHBG) (Sex steroid-binding protein) (SBP) (Testis-specific androgen-binding protein) (ABP) (Testosterone-estradiol-binding globulin) (TeBG) (Testosterone-estrogen-binding globulin)	SHBG	Homo sapiens (Human)	402
DNAH2	Q9P225	DYH2_HUMAN	reviewed	Dynein heavy chain 2, axonemal (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2) (Dynein heavy chain domain-containing protein 3)	DNAH2 DNAHC2 DNHD3 KIAA1503	Homo sapiens (Human)	4427
KDM6B	O15054	KDM6B_HUMAN	reviewed	Lysine-specific demethylase 6B (EC 1.14.11.-) (JmjC domain-containing protein 3) (Jumonji domain-containing protein 3) (Lysine demethylase 6B)	KDM6B JMJD3 KIAA0346	Homo sapiens (Human)	1643
CNTROB	Q8N137	CNTRB_HUMAN	reviewed	Centrobin (Centrosomal BRCA2-interacting protein) (LYST-interacting protein 8)	CNTROB LIP8 PP1221	Homo sapiens (Human)	903
GUCY2D	Q02846	GUC2D_HUMAN	reviewed	Retinal guanylyl cyclase 1 (RETGC-1) (EC 4.6.1.2) (CG-E) (Guanylate cyclase 2D, retinal) (Rod outer segment membrane guanylate cyclase) (ROS-GC)	GUCY2D CORD6 GUC1A4 GUC2D RETGC RETGC1	Homo sapiens (Human)	1103
ALOX15B	O15296	LX15B_HUMAN	reviewed	Arachidonate 15-lipoxygenase B (15-LOX-B) (EC 1.13.11.33) (15-lipoxygenase 2) (15-LOX-2) (Arachidonate 15-lipoxygenase type II) (Linoleate 13-lipoxygenase 15-LOb) (EC 1.13.11.-)	ALOX15B	Homo sapiens (Human)	676
ALOXE3	Q9BYJ1	LOXE3_HUMAN	reviewed	Hydroperoxide isomerase ALOXE3 (EC 5.4.4.7) (Epidermis-type lipoxygenase 3) (Epidermal LOX-3) (e-LOX-3) (eLOX-3) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	ALOXE3	Homo sapiens (Human)	711
BORCS6	Q96GS4	BORC6_HUMAN	reviewed	BLOC-1-related complex subunit 6 (Lysosome-dispersing protein) (Lyspersin)	BORCS6 C17orf59	Homo sapiens (Human)	357
AURKB	Q96GD4	AURKB_HUMAN	reviewed	Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B)	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5	Homo sapiens (Human)	344
CTC1	Q2NKJ3	CTC1_HUMAN	reviewed	CST complex subunit CTC1 (Conserved telomere maintenance component 1) (HBV DNAPTP1-transactivated protein B)	CTC1 C17orf68	Homo sapiens (Human)	1217
PFAS	O15067	PUR4_HUMAN	reviewed	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase)	PFAS KIAA0361	Homo sapiens (Human)	1338
RNF222	A6NCQ9	RN222_HUMAN	reviewed	RING finger protein 222	RNF222	Homo sapiens (Human)	220
MYH10	P35580	MYH10_HUMAN	reviewed	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	MYH10	Homo sapiens (Human)	1976
MFSD6L	Q8IWD5	MFS6L_HUMAN	reviewed	Major facilitator superfamily domain-containing protein 6-like	MFSD6L FP7072	Homo sapiens (Human)	586
PIK3R5	Q8WYR1	PI3R5_HUMAN	reviewed	Phosphoinositide 3-kinase regulatory subunit 5 (PI3-kinase regulatory subunit 5) (PI3-kinase p101 subunit) (Phosphatidylinositol 4,5-bisphosphate 3-kinase regulatory subunit) (PtdIns-3-kinase regulatory subunit) (Protein FOAP-2) (PtdIns-3-kinase p101) (p101-PI3K)	PIK3R5	Homo sapiens (Human)	880
STX8	Q9UNK0	STX8_HUMAN	reviewed	Syntaxin-8	STX8	Homo sapiens (Human)	236
CFAP52	Q8N1V2	CFA52_HUMAN	reviewed	Cilia- and flagella-associated protein 52 (WD repeat-containing protein 16) (WD40-repeat protein up-regulated in HCC)	CFAP52 WDR16 WDRPUH	Homo sapiens (Human)	620
USP43	Q70EL4	UBP43_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 43 (EC 3.4.19.12) (Deubiquitinating enzyme 43) (Ubiquitin thioesterase 43) (Ubiquitin-specific-processing protease 43)	USP43	Homo sapiens (Human)	1123
DHRS7C	A6NNS2	DRS7C_HUMAN	reviewed	Dehydrogenase/reductase SDR family member 7C (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 2)	DHRS7C SDR32C2	Homo sapiens (Human)	312
GSG1L2	A8MUP6	GS1L2_HUMAN	reviewed	Germ cell-specific gene 1-like protein 2 (GSG1-like protein 2)	GSG1L2	Homo sapiens (Human)	293
GLP2R	O95838	GLP2R_HUMAN	reviewed	Glucagon-like peptide 2 receptor (GLP-2 receptor) (GLP-2-R) (GLP-2R)	GLP2R	Homo sapiens (Human)	553
MYH13	Q9UKX3	MYH13_HUMAN	reviewed	Myosin-13 (Myosin heavy chain 13) (Myosin heavy chain, skeletal muscle, extraocular) (MyHC-EO) (Myosin heavy chain, skeletal muscle, laryngeal) (MyHC-IIL) (Superfast myosin)	MYH13	Homo sapiens (Human)	1938
MYH8	P13535	MYH8_HUMAN	reviewed	Myosin-8 (Myosin heavy chain 8) (Myosin heavy chain, skeletal muscle, perinatal) (MyHC-perinatal)	MYH8	Homo sapiens (Human)	1937
MYH3	P11055	MYH3_HUMAN	reviewed	Myosin-3 (Muscle embryonic myosin heavy chain) (Myosin heavy chain 3) (Myosin heavy chain, fast skeletal muscle, embryonic) (SMHCE)	MYH3	Homo sapiens (Human)	1940
SHISA6	Q6ZSJ9	SHSA6_HUMAN	reviewed	Protein shisa-6	SHISA6	Homo sapiens (Human)	500
DNAH9	Q9NYC9	DYH9_HUMAN	reviewed	Dynein heavy chain 9, axonemal (Axonemal beta dynein heavy chain 9) (Ciliary dynein heavy chain 9)	DNAH9 DNAH17L DNAL1 KIAA0357	Homo sapiens (Human)	4486
ARHGAP44	Q17R89	RHG44_HUMAN	reviewed	Rho GTPase-activating protein 44 (NPC-A-10) (Rho-type GTPase-activating protein RICH2) (RhoGAP interacting with CIP4 homologs protein 2) (RICH-2)	ARHGAP44 KIAA0672 RICH2	Homo sapiens (Human)	818
ELAC2	Q9BQ52	RNZ2_HUMAN	reviewed	Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Heredity prostate cancer protein 2) (Ribonuclease Z 2) (RNase Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2)	ELAC2 HPC2	Homo sapiens (Human)	826
HS3ST3A1	Q9Y663	HS3SA_HUMAN	reviewed	Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1) (3-OST-3A) (Heparan sulfate 3-O-sulfotransferase 3A1) (h3-OST-3A)	HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180	Homo sapiens (Human)	406
COX10	Q12887	COX10_HUMAN	reviewed	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase)	COX10	Homo sapiens (Human)	443
TEKT3	Q9BXF9	TEKT3_HUMAN	reviewed	Tektin-3	TEKT3	Homo sapiens (Human)	490
CDRT4	Q8N9R6	CDRT4_HUMAN	reviewed	CMT1A duplicated region transcript 4 protein	CDRT4	Homo sapiens (Human)	152
NCOR1	O75376	NCOR1_HUMAN	reviewed	Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)	NCOR1 KIAA1047	Homo sapiens (Human)	2440
CENPV	Q7Z7K6	CENPV_HUMAN	reviewed	Centromere protein V (CENP-V) (Nuclear protein p30) (Proline-rich protein 6)	CENPV PRR6	Homo sapiens (Human)	275
TRPV2	Q9Y5S1	TRPV2_HUMAN	reviewed	Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Vanilloid receptor-like protein 1) (VRL-1)	TRPV2 VRL	Homo sapiens (Human)	764
TNFRSF13B	O14836	TR13B_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 13B (Transmembrane activator and CAML interactor) (CD antigen CD267)	TNFRSF13B TACI	Homo sapiens (Human)	293
MPRIP	Q6WCQ1	MPRIP_HUMAN	reviewed	Myosin phosphatase Rho-interacting protein (M-RIP) (Rho-interacting protein 3) (RIP3) (p116Rip)	MPRIP KIAA0864 MRIP RHOIP3	Homo sapiens (Human)	1025
CSN3,COPS3	Q9UNS2	CSN3_HUMAN	reviewed	COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3) (JAB1-containing signalosome subunit 3)	COPS3 CSN3	Homo sapiens (Human)	423
MED9	Q9NWA0	MED9_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 9 (Mediator complex subunit 9)	MED9 MED25	Homo sapiens (Human)	146
SMCR5	Q8TEV8	SMCR5_HUMAN	reviewed	Smith-Magenis syndrome chromosomal region candidate gene 5 protein	SMCR5	Homo sapiens (Human)	140
GID4	Q8IVV7	GID4_HUMAN	reviewed	Glucose-induced degradation protein 4 homolog (Vacuolar import and degradation protein 24 homolog)	GID4 C17orf39 VID24	Homo sapiens (Human)	300
DRG2	P55039	DRG2_HUMAN	reviewed	Developmentally-regulated GTP-binding protein 2 (DRG-2) (Translation factor GTPase DRG2) (TRAFAC GTPase DRG2) (EC 3.6.5.-)	DRG2	Homo sapiens (Human)	364
MYO15A	Q9UKN7	MYO15_HUMAN	reviewed	Unconventional myosin-XV (Unconventional myosin-15)	MYO15A MYO15	Homo sapiens (Human)	3530
LLGL1	Q15334	L2GL1_HUMAN	reviewed	Lethal(2) giant larvae protein homolog 1 (LLGL) (DLG4) (Hugl-1) (Human homolog to the D-lgl gene protein)	LLGL1 DLG4 HUGL HUGL1	Homo sapiens (Human)	1064
MIEF2	Q96C03	MID49_HUMAN	reviewed	Mitochondrial dynamics protein MID49 (Mitochondrial dynamics protein of 49 kDa) (Mitochondrial elongation factor 2) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein)	MIEF2 MID49 SMCR7	Homo sapiens (Human)	454
TOP3A	Q13472	TOP3A_HUMAN	reviewed	DNA topoisomerase 3-alpha (EC 5.6.2.1) (DNA topoisomerase III alpha)	TOP3A TOP3	Homo sapiens (Human)	1001
SMCR8	Q8TEV9	SMCR8_HUMAN	reviewed	Guanine nucleotide exchange protein SMCR8 (Smith-Magenis syndrome chromosomal region candidate gene 8 protein)	SMCR8	Homo sapiens (Human)	937
FAM83G	A6ND36	FA83G_HUMAN	reviewed	Protein FAM83G (Protein associated with SMAD1)	FAM83G PAWS1	Homo sapiens (Human)	823
SLC5A10	A0PJK1	SC5AA_HUMAN	reviewed	Sodium/glucose cotransporter 5 (Na(+)/glucose cotransporter 5) (Solute carrier family 5 member 10)	SLC5A10 SGLT5	Homo sapiens (Human)	596
B9D1	Q9UPM9	B9D1_HUMAN	reviewed	B9 domain-containing protein 1 (MKS1-related protein 1)	B9D1 MKSR1	Homo sapiens (Human)	204
ALDH3A2	P51648	AL3A2_HUMAN	reviewed	Aldehyde dehydrogenase family 3 member A2 (EC 1.2.1.3) (EC 1.2.1.94) (Aldehyde dehydrogenase 10) (Fatty aldehyde dehydrogenase) (Microsomal aldehyde dehydrogenase)	ALDH3A2 ALDH10 FALDH	Homo sapiens (Human)	485
ALDH3A1	P30838	AL3A1_HUMAN	reviewed	Aldehyde dehydrogenase, dimeric NADP-preferring (EC 1.2.1.5) (ALDHIII) (Aldehyde dehydrogenase 3) (Aldehyde dehydrogenase family 3 member A1)	ALDH3A1 ALDH3	Homo sapiens (Human)	453
ULK2	Q8IYT8	ULK2_HUMAN	reviewed	Serine/threonine-protein kinase ULK2 (EC 2.7.11.1) (Unc-51-like kinase 2)	ULK2 KIAA0623	Homo sapiens (Human)	1036
AKAP10	O43572	AKA10_HUMAN	reviewed	A-kinase anchor protein 10, mitochondrial (AKAP-10) (Dual specificity A kinase-anchoring protein 2) (D-AKAP-2) (Protein kinase A-anchoring protein 10) (PRKA10)	AKAP10	Homo sapiens (Human)	662
SPECC1	Q5M775	CYTSB_HUMAN	reviewed	Cytospin-B (Nuclear structure protein 5) (NSP5) (Sperm antigen HCMOGT-1) (Sperm antigen with calponin homology and coiled-coil domains 1)	SPECC1 CYTSB NSP5	Homo sapiens (Human)	1068
NATD1	Q8N6N6	NATD1_HUMAN	reviewed	Protein NATD1 (N-acetyltransferase domain-containing protein 1)	NATD1 C17orf103 GTLF3B	Homo sapiens (Human)	113
PYY2	Q9NRI6	PYY2_HUMAN	reviewed	Putative peptide YY-2 (Putative peptide YY2)	PYY2	Homo sapiens (Human)	33
TNFAIP1	Q13829	BACD2_HUMAN	reviewed	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2 (hBACURD2) (BTB/POZ domain-containing protein TNFAIP1) (Protein B12) (Tumor necrosis factor, alpha-induced protein 1, endothelial)	TNFAIP1 BACURD2 EDP1	Homo sapiens (Human)	316
POLDIP2	Q9Y2S7	PDIP2_HUMAN	reviewed	Polymerase delta-interacting protein 2 (38 kDa DNA polymerase delta interaction protein) (p38)	POLDIP2 PDIP38 POLD4 HSPC017	Homo sapiens (Human)	368
SARM1	Q6SZW1	SARM1_HUMAN	reviewed	NAD(+) hydrolase SARM1 (NADase SARM1) (hSARM1) (EC 3.2.2.6) (NADP(+) hydrolase SARM1) (EC 3.2.2.-) (Sterile alpha and Armadillo repeat protein) (Sterile alpha and TIR motif-containing protein 1) (Sterile alpha motif domain-containing protein 2) (MyD88-5) (SAM domain-containing protein 2) (Tir-1 homolog) (HsTIR)	SARM1 KIAA0524 SAMD2 SARM	Homo sapiens (Human)	724
KIAA0100	Q14667	K0100_HUMAN	reviewed	Protein KIAA0100 (Antigen MLAA-22) (Breast cancer-overexpressed gene 1 protein)	KIAA0100 BCOX1	Homo sapiens (Human)	2235
SUPT6H	Q7KZ85	SPT6H_HUMAN	reviewed	Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)	SUPT6H KIAA0162 SPT6H	Homo sapiens (Human)	1726
TLCD1	Q96CP7	TLCD1_HUMAN	reviewed	TLC domain-containing protein 1 (Calfacilitin)	TLCD1	Homo sapiens (Human)	247
NEK8	Q86SG6	NEK8_HUMAN	reviewed	Serine/threonine-protein kinase Nek8 (EC 2.7.11.1) (Never in mitosis A-related kinase 8) (NimA-related protein kinase 8) (Nima-related protein kinase 12a)	NEK8 JCK NEK12A	Homo sapiens (Human)	692
NEK9,NEK8	Q8TD19	NEK9_HUMAN	reviewed	Serine/threonine-protein kinase Nek9 (EC 2.7.11.1) (Nercc1 kinase) (Never in mitosis A-related kinase 9) (NimA-related protein kinase 9) (NimA-related kinase 8) (Nek8)	NEK9 KIAA1995 NEK8 NERCC	Homo sapiens (Human)	979
TRAF4	Q9BUZ4	TRAF4_HUMAN	reviewed	TNF receptor-associated factor 4 (Cysteine-rich domain associated with RING and Traf domains protein 1) (Metastatic lymph node gene 62 protein) (MLN 62) (RING finger protein 83)	TRAF4 CART1 MLN62 RNF83	Homo sapiens (Human)	470
FAM222B	Q8WU58	F222B_HUMAN	reviewed	Protein FAM222B	FAM222B C17orf63	Homo sapiens (Human)	562
ERAL1	O75616	ERAL1_HUMAN	reviewed	GTPase Era, mitochondrial (H-ERA) (hERA) (Conserved ERA-like GTPase) (CEGA) (ERA-W) (ERA-like protein 1)	ERAL1 HERA	Homo sapiens (Human)	437
DHRS13	Q6UX07	DHR13_HUMAN	reviewed	Dehydrogenase/reductase SDR family member 13 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 7C member 5)	DHRS13 SDR7C5 UNQ419/PRO853	Homo sapiens (Human)	377
MYO18A	Q92614	MY18A_HUMAN	reviewed	Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210)	MYO18A CD245 KIAA0216 MYSPDZ	Homo sapiens (Human)	2054
CRYBA1	P05813	CRBA1_HUMAN	reviewed	Beta-crystallin A3 [Cleaved into: Beta-crystallin A3, isoform A1, Delta4 form; Beta-crystallin A3, isoform A1, Delta7 form; Beta-crystallin A3, isoform A1, Delta8 form]	CRYBA1 CRYB1	Homo sapiens (Human)	215
TAOK1	Q7L7X3	TAOK1_HUMAN	reviewed	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1)	TAOK1 KIAA1361 MAP3K16 MARKK	Homo sapiens (Human)	1001
ABHD15	Q6UXT9	ABH15_HUMAN	reviewed	Protein ABHD15 (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 15) (Abhydrolase domain-containing protein 15)	ABHD15 UNQ6510/PRO21435	Homo sapiens (Human)	468
GIT1	Q9Y2X7	GIT1_HUMAN	reviewed	ARF GTPase-activating protein GIT1 (ARF GAP GIT1) (Cool-associated and tyrosine-phosphorylated protein 1) (CAT-1) (CAT1) (G protein-coupled receptor kinase-interactor 1) (GRK-interacting protein 1)	GIT1	Homo sapiens (Human)	761
EFCAB5	A4FU69	EFCB5_HUMAN	reviewed	EF-hand calcium-binding domain-containing protein 5	EFCAB5	Homo sapiens (Human)	1503
BLMH	Q13867	BLMH_HUMAN	reviewed	Bleomycin hydrolase (BH) (BLM hydrolase) (BMH) (EC 3.4.22.40)	BLMH	Homo sapiens (Human)	455
CRLF3	Q8IUI8	CRLF3_HUMAN	reviewed	Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related protein 4) (Type I cytokine receptor-like factor p48)	CRLF3 CREME9 CRLM9 CYTOR4 P48	Homo sapiens (Human)	442
ATAD5	Q96QE3	ATAD5_HUMAN	reviewed	ATPase family AAA domain-containing protein 5 (Chromosome fragility-associated gene 1 protein)	ATAD5 C17orf41 FRAG1	Homo sapiens (Human)	1844
TEFM	Q96QE5	TEFM_HUMAN	reviewed	Transcription elongation factor, mitochondrial	TEFM C17orf42	Homo sapiens (Human)	360
EVI2A	P22794	EVI2A_HUMAN	reviewed	Protein EVI2A (Ecotropic viral integration site 2A protein homolog) (EVI-2A)	EVI2A EVDA EVI2	Homo sapiens (Human)	236
RAB11FIP4	Q86YS3	RFIP4_HUMAN	reviewed	Rab11 family-interacting protein 4 (FIP4-Rab11) (Rab11-FIP4) (Arfophilin-2)	RAB11FIP4 ARFO2 KIAA1821	Homo sapiens (Human)	637
COPRS	Q9NQ92	COPRS_HUMAN	reviewed	Coordinator of PRMT5 and differentiation stimulator (Cooperator of PRMT5) (Protein TTP1)	COPRS C17orf79 COPR5	Homo sapiens (Human)	184
SPACA3	Q8IXA5	SACA3_HUMAN	reviewed	Sperm acrosome membrane-associated protein 3 (Cancer/testis antigen 54) (CT54) (Lysozyme-like acrosomal sperm-specific secretory protein ALLP-17) (Lysozyme-like protein 3) (Sperm lysozyme-like protein 1) (Sperm protein reactive with antisperm antibodies) (Sperm protein reactive with ASA) [Cleaved into: Sperm acrosome membrane-associated protein 3, membrane form; Sperm acrosome membrane-associated protein 3, processed form]	SPACA3 LYC3 LYZL3 SLLP1 SPRASA UNQ424/PRO862	Homo sapiens (Human)	215
ASIC2	Q16515	ASIC2_HUMAN	reviewed	Acid-sensing ion channel 2 (ASIC2) (Amiloride-sensitive brain sodium channel) (Amiloride-sensitive cation channel 1, neuronal) (Amiloride-sensitive cation channel neuronal 1) (Brain sodium channel 1) (BNC1) (BNaC1) (Mammalian degenerin homolog) (MDEG)	ASIC2 ACCN ACCN1 BNAC1 MDEG	Homo sapiens (Human)	512
C17orf102	A2RUQ5	CQ102_HUMAN	reviewed	Uncharacterized protein C17orf102	C17orf102	Homo sapiens (Human)	167
TMEM132E	Q6IEE7	T132E_HUMAN	reviewed	Transmembrane protein 132E	TMEM132E	Homo sapiens (Human)	1074
CCT6B	Q92526	TCPW_HUMAN	reviewed	T-complex protein 1 subunit zeta-2 (TCP-1-zeta-2) (CCT-zeta-2) (CCT-zeta-like) (TCP-1-zeta-like) (Testis-specific Tcp20) (Testis-specific protein TSA303)	CCT6B	Homo sapiens (Human)	530
ZNF830	Q96NB3	ZN830_HUMAN	reviewed	Zinc finger protein 830 (Coiled-coil domain-containing protein 16)	ZNF830 CCDC16	Homo sapiens (Human)	372
RAD51D	O75771	RA51D_HUMAN	reviewed	DNA repair protein RAD51 homolog 4 (R51H3) (RAD51 homolog D) (RAD51-like protein 3) (TRAD)	RAD51D RAD51L3	Homo sapiens (Human)	328
FNDC8	Q8TC99	FNDC8_HUMAN	reviewed	Fibronectin type III domain-containing protein 8	FNDC8	Homo sapiens (Human)	324
NLE1	Q9NVX2	NLE1_HUMAN	reviewed	Notchless protein homolog 1	NLE1 HUSSY-07	Homo sapiens (Human)	485
SLFN5	Q08AF3	SLFN5_HUMAN	reviewed	Schlafen family member 5	SLFN5	Homo sapiens (Human)	891
SLFN11	Q7Z7L1	SLN11_HUMAN	reviewed	Schlafen family member 11 (EC 3.6.-.-)	SLFN11	Homo sapiens (Human)	901
SLFN12	Q8IYM2	SLN12_HUMAN	reviewed	Schlafen family member 12	SLFN12	Homo sapiens (Human)	578
SLFN13	Q68D06	SLN13_HUMAN	reviewed	Schlafen family member 13 (EC 3.1.-.-) (Schlafen-13) (hSLFN13)	SLFN13	Homo sapiens (Human)	897
SLFN5,SLFN12L	Q6IEE8	SN12L_HUMAN	reviewed	Schlafen family member 12-like	SLFN12L SLFN5	Homo sapiens (Human)	588
SLFN14	P0C7P3	SLN14_HUMAN	reviewed	Protein SLFN14 [Cleaved into: C-terminally truncated SLFN14 endoribonuclease (EC 3.1.-.-) (Schlafen family member 14)]	SLFN14	Homo sapiens (Human)	912
AP2B1	P63010	AP2B1_HUMAN	reviewed	AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit)	AP2B1 ADTB2 CLAPB1	Homo sapiens (Human)	937
MMP25,MMP28	Q9H239	MMP28_HUMAN	reviewed	Matrix metalloproteinase-28 (MMP-28) (EC 3.4.24.-) (Epilysin)	MMP28 MMP25 UNQ1893/PRO4339	Homo sapiens (Human)	520
TAF15	Q16514	TAF12_HUMAN	reviewed	Transcription initiation factor TFIID subunit 12 (Transcription initiation factor TFIID 20/15 kDa subunits) (TAFII-20/TAFII-15) (TAFII20/TAFII15)	TAF12 TAF15 TAF2J TAFII20	Homo sapiens (Human)	161
TAF15	Q92804	RBP56_HUMAN	reviewed	TATA-binding protein-associated factor 2N (68 kDa TATA-binding protein-associated factor) (TAF(II)68) (TAFII68) (RNA-binding protein 56)	TAF15 RBP56 TAF2N	Homo sapiens (Human)	592
LYZL6	O75951	LYZL6_HUMAN	reviewed	Lysozyme-like protein 6 (EC 3.2.1.17)	LYZL6 LYC1 UNQ754/PRO1485	Homo sapiens (Human)	148
CCL14	Q16627	CCL14_HUMAN	reviewed	C-C motif chemokine 14 (Chemokine CC-1/CC-3) (HCC-1/HCC-3) (HCC-1(1-74)) (NCC-2) (Small-inducible cytokine A14) [Cleaved into: HCC-1(3-74); HCC-1(4-74); HCC-1(9-74)]	CCL14 NCC2 SCYA14	Homo sapiens (Human)	93
CCL15	Q16663	CCL15_HUMAN	reviewed	C-C motif chemokine 15 (Chemokine CC-2) (HCC-2) (Leukotactin-1) (LKN-1) (MIP-1 delta) (Macrophage inflammatory protein 5) (MIP-5) (Mrp-2b) (NCC-3) (Small-inducible cytokine A15) [Cleaved into: CCL15(22-92); CCL15(25-92); CCL15(29-92)]	CCL15 MIP5 NCC3 SCYA15	Homo sapiens (Human)	113
CCL23	P55773	CCL23_HUMAN	reviewed	C-C motif chemokine 23 (CK-beta-8) (CKB-8) (Macrophage inflammatory protein 3) (MIP-3) (Myeloid progenitor inhibitory factor 1) (MPIF-1) (Small-inducible cytokine A23) [Cleaved into: CCL23(19-99); CCL23(22-99); CCL23(27-99); CCL23(30-99)]	CCL23 MIP3 MPIF1 SCYA23	Homo sapiens (Human)	120
MYO19	Q96H55	MYO19_HUMAN	reviewed	Unconventional myosin-XIX (Myosin head domain-containing protein 1)	MYO19 MYOHD1	Homo sapiens (Human)	970
GGNBP2	Q9H3C7	GGNB2_HUMAN	reviewed	Gametogenetin-binding protein 2 (Laryngeal carcinoma-related protein 1) (Protein ZNF403)	GGNBP2 LCRG1 LZK1 ZNF403	Homo sapiens (Human)	697
ACACA	Q13085	ACACA_HUMAN	reviewed	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha)	ACACA ACAC ACC1 ACCA	Homo sapiens (Human)	2346
SYNRG	Q9UMZ2	SYNRG_HUMAN	reviewed	Synergin gamma (AP1 subunit gamma-binding protein 1) (Gamma-synergin)	SYNRG AP1GBP1 SYNG	Homo sapiens (Human)	1314
DDX52	Q9Y2R4	DDX52_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX52 (EC 3.6.4.13) (ATP-dependent RNA helicase ROK1-like) (DEAD box protein 52)	DDX52 ROK1 HUSSY-19	Homo sapiens (Human)	599
MRPL45	Q9BRJ2	RM45_HUMAN	reviewed	39S ribosomal protein L45, mitochondrial (L45mt) (MRP-L45) (Mitochondrial large ribosomal subunit protein mL45)	MRPL45	Homo sapiens (Human)	306
GPR179	Q6PRD1	GP179_HUMAN	reviewed	Probable G-protein coupled receptor 179 (Probable G-protein coupled receptor 158-like 1) (GPR158-like)	GPR179 GPR158L GPR158L1	Homo sapiens (Human)	2367
